iter	F1	Logloss
146	0.8406881077	0.3663204145
147	0.8404785643	0.3657624076
148	0.8402145441	0.365406137
149	0.8411610814	0.3646228343
150	0.8401097531	0.3637845626
151	0.8410026188	0.3631381605
152	0.8392656426	0.3622730993
153	0.8404242046	0.36182761
154	0.8421577177	0.3614889118
155	0.8419479387	0.3611746956
156	0.8416853652	0.3608542236
157	0.8422626464	0.3601484197
158	0.8434695912	0.3598087435
159	0.8458763528	0.3588501853
160	0.8459815875	0.358375193
161	0.8464503295	0.3580774828
162	0.844937103	0.3578086886
163	0.8469768599	0.3572782362
164	0.8466135458	0.3567134313
165	0.8462496885	0.3559983484
166	0.8456743954	0.3558624205
167	0.8471408995	0.3554929203
168	0.8487112439	0.3548489036
169	0.8490284006	0.3544011714
170	0.8489226554	0.3537379519
171	0.8496015936	0.3530683362
172	0.8500684335	0.3527472721
173	0.8489226554	0.3522573234
174	0.8499190435	0.3517717985
175	0.8513816281	0.3511192076
176	0.8524182519	0.350775398
177	0.8538767396	0.3502407576
178	0.8544461003	0.3498832207
179	0.8551210428	0.3492685621
180	0.8552272163	0.3489446707
181	0.854764567	0.3485030074
182	0.8559017004	0.3478844536
183	0.8559017004	0.3475155892
184	0.8561142148	0.3469522777
185	0.8574618534	0.3466601306
186	0.8571428571	0.3461795854
187	0.858381861	0.3458771189
188	0.8592666006	0.345192641
189	0.8592666006	0.3443493186
190	0.8591601635	0.3439360413
191	0.8591601635	0.3436109887
192	0.8591601635	0.3431698663
193	0.8602895681	0.3427613853
194	0.8598315998	0.3423993364
195	0.8605025374	0.3420310304
196	0.8610664357	0.3416659861
197	0.862162831	0.3409315136
198	0.8622695211	0.3406251535
199	0.8610354223	0.3400577382
200	0.8620561673	0.3396627334
201	0.862162831	0.3390461846
202	0.8623762376	0.3383991343
203	0.8623762376	0.3379809042
204	0.8636082602	0.3376253197
205	0.8644906034	0.3370248642
206	0.864383731	0.3363801075
207	0.8668149246	0.335676232
208	0.8662546354	0.335212522
209	0.8660405339	0.3346227878
210	0.8672435105	0.3340486711
211	0.8678033111	0.3335739823
212	0.869028515	0.3330807869
213	0.868921254	0.332578823
214	0.8683625587	0.3319866431
215	0.8700160474	0.3309623794
216	0.8692431164	0.3303889444
217	0.8694578239	0.3299475801
218	0.8703589491	0.3294508573
219	0.8696939783	0.3289979469
220	0.8712578539	0.3284873618
221	0.8723509118	0.3279271948
222	0.8729064039	0.3273938742
223	0.8721359941	0.3270798418
224	0.8723509118	0.3267412794
225	0.8723509118	0.326424847
226	0.8723325521	0.3258378368
227	0.8727810651	0.3253869158
228	0.8721174004	0.3249308453
229	0.8724584104	0.3242644328
230	0.8727810651	0.3236008985
231	0.872673487	0.3230772563
232	0.8729963009	0.3225398045
233	0.8736595587	0.3221694052
234	0.8747691171	0.3216136028
235	0.8744300678	0.3211717335
236	0.874984604	0.3207619884
237	0.8756317022	0.320184881
238	0.875739645	0.3197648193
239	0.8764017252	0.3190714466
240	0.8782769231	0.3187751325
241	0.8782769231	0.3183556584
242	0.8781688408	0.3178855662
243	0.8778325123	0.317380148
244	0.8777244182	0.316923084
245	0.878385032	0.3163566231
246	0.8790451581	0.3161387451
247	0.8790451581	0.3158411003
248	0.8801475108	0.3152618627
249	0.8803639493	0.3148191278
250	0.8808060949	0.3141762816
251	0.8812392427	0.3137288244
252	0.8831041257	0.3131821432
253	0.8833210513	0.3128250236
254	0.8830977259	0.3123836207
255	0.8835380835	0.3121355525
256	0.8844122344	0.3117433507
257	0.8848469952	0.3112822152
258	0.885064536	0.3110233334
259	0.8857213074	0.3104795274
260	0.8858301585	0.3099368335
261	0.8862658306	0.3093948394
262	0.88670435	0.3087149214
263	0.8864838273	0.3081344241
264	0.8868110236	0.3075868598
265	0.8871384615	0.3069650496
266	0.8879045158	0.3066068368
267	0.8883423512	0.3061824114
268	0.8887796485	0.3056763976
269	0.8900896476	0.3053211801
270	0.8909626719	0.3048293056
271	0.8904176904	0.3042382814
272	0.8909626719	0.3038748604
273	0.8915071183	0.3033032205
274	0.8921604711	0.3027567755
275	0.8922699387	0.3022510548
276	0.8930323847	0.301943706
277	0.8932515337	0.3013651704
278	0.894013739	0.3010465382
279	0.8942331288	0.3007130174
280	0.8946658492	0.3001302204
281	0.8947755703	0.2996281447
282	0.8947755703	0.299315528
283	0.8947755703	0.2987469044
284	0.8948853183	0.29838605
285	0.8944526264	0.2979156594
286	0.8947820749	0.2974614435
287	0.8954344624	0.2971634204
288	0.8966278357	0.2967111578
289	0.8957566838	0.2963972082
290	0.8961882584	0.2961096384
291	0.8958665522	0.2958466182
292	0.8959764475	0.2956737417
293	0.8954344624	0.2951409286
294	0.8964162985	0.2948106468
295	0.8980392157	0.2941518541
296	0.898149283	0.2937813631
297	0.8995590397	0.2933931428
298	0.8996692393	0.2930189995
299	0.8997794658	0.2926544631
300	0.8997794658	0.2919957371
301	0.8997794658	0.2913676491
302	0.8996692393	0.2910547889
303	0.9002081548	0.2907272204
304	0.9006363191	0.2904198643
305	0.9015049553	0.289983916
306	0.902373379	0.2895387297
307	0.9025942242	0.2890262155
308	0.9020568071	0.2885341202
309	0.9027046873	0.2882096319
310	0.9029256947	0.2878162324
311	0.9029256947	0.287456543
312	0.903036239	0.2872560278
313	0.9023882425	0.286981673
314	0.9035731767	0.2866709282
315	0.9028151775	0.2862293488
316	0.9020568071	0.2858117969
317	0.9021672585	0.285427756
318	0.9027046873	0.2850938514
319	0.9036837596	0.284635971
320	0.9039050067	0.2842426988
321	0.9037000735	0.2838477754
322	0.9035893667	0.2832805973
323	0.9047735618	0.2828911103
324	0.905105914	0.2826000612
325	0.9054385105	0.2823116188
326	0.9070450098	0.2817481068
327	0.9075794621	0.2814854693
328	0.9082243676	0.2811210121
329	0.9089798412	0.2808527458
330	0.9086685414	0.2803929552
331	0.9087796527	0.2801721686
332	0.9087796527	0.2799031133
333	0.9093131264	0.2795941513
334	0.9104896813	0.2791888756
335	0.9102908824	0.2788760131
336	0.9102908824	0.2784951637
337	0.9105134474	0.278080742
338	0.9105134474	0.2776365625
339	0.9109346365	0.2773472052
340	0.9112440483	0.2770150795
341	0.9118867464	0.2766260915
342	0.9127516779	0.2762945336
343	0.9123321123	0.2758281844
344	0.9132821076	0.2755192488
345	0.9132821076	0.2752153979
346	0.9122207301	0.274806959
347	0.9133935106	0.2744149898
348	0.9135049408	0.2740155742
349	0.9136163982	0.2736295334
350	0.9132821076	0.2732115978
351	0.9132821076	0.2728730691
352	0.9135049408	0.2725949168
353	0.9142578363	0.2722603754
354	0.9130859375	0.2718399506
355	0.9153161935	0.2712546834
356	0.9155393053	0.2707266769
357	0.9160677305	0.2703884816
358	0.915650902	0.2700271839
359	0.9157625259	0.269682412
360	0.9154277358	0.2693210656
361	0.915650902	0.269118011
362	0.9170422707	0.2687517475
363	0.9176814418	0.2684945385
364	0.9170422707	0.2682431699
365	0.9171539961	0.2680024536
366	0.9172657488	0.2677363739
367	0.9180168108	0.2674582829
368	0.9177130318	0.2671176368
369	0.9176011702	0.2666148181
370	0.918128655	0.2662427746
371	0.918128655	0.2658411347
372	0.9183524251	0.2654638221
373	0.9183524251	0.2650072042
374	0.9188794153	0.2647455251
375	0.9188794153	0.2645089433
376	0.91962981	0.2642042373
377	0.9201557936	0.2637673684
378	0.9203798393	0.2634408591
379	0.9202678028	0.263099731
380	0.9202678028	0.2628748738
381	0.9202678028	0.2625258753
382	0.9201557936	0.2621943216
383	0.9197418098	0.2617925666
384	0.9202678028	0.2614259371
385	0.9202678028	0.2612218919
386	0.9211295034	0.2606554472
387	0.9211295034	0.2601297096
388	0.9206039942	0.2598704669
389	0.9207161125	0.2595816939
390	0.9206039942	0.2593324197
391	0.9214659686	0.2590059588
392	0.9213537862	0.2588428784
393	0.9226277372	0.2583752691
394	0.9228522755	0.2581043868
395	0.9228522755	0.2577702541
396	0.9234886267	0.2572828531
397	0.9247599368	0.2570856295
398	0.924647545	0.2567272995
399	0.925170068	0.2563899804
400	0.925170068	0.2558779637
401	0.9260293939	0.2555490075
402	0.9266634288	0.2554086751
403	0.9259169298	0.2549975045
404	0.9260293939	0.2546957083
405	0.9261418853	0.2545662334
406	0.9260293939	0.2542764316
407	0.9272970021	0.2539962486
408	0.9272970021	0.2536213625
409	0.9275221561	0.2531976913
410	0.9286061195	0.252726279
411	0.9287188828	0.2522421377
412	0.9287188828	0.251878456
413	0.9286061195	0.2511634141
414	0.9290573372	0.2505630468
415	0.9286495685	0.2502109159
416	0.9288753799	0.2499649478
417	0.9292143031	0.2494748587
418	0.9291013012	0.2490510122
419	0.9295534737	0.248523737
420	0.9295534737	0.2481957951
421	0.9294403893	0.2477363752
422	0.9295534737	0.2475263364
423	0.9295534737	0.24732427
424	0.9299610895	0.2469977213
425	0.9305268281	0.246799124
426	0.9320860163	0.246335094
427	0.9315667923	0.2460936346
428	0.9324258629	0.2456941204
429	0.9330579516	0.2453894152
430	0.9330579516	0.2451046524
431	0.9323600973	0.2446824268
432	0.9324735369	0.2444367272
433	0.9324735369	0.2442284354
434	0.9331063002	0.2438521793
435	0.9336250912	0.2436357306
436	0.9337386018	0.2432017544
437	0.9338521401	0.2428427042
438	0.934029887	0.2423356782
439	0.9341433779	0.2419243519
440	0.9347746872	0.241669033
441	0.9347746872	0.2412870611
442	0.934888241	0.2408984528
443	0.934888241	0.2406227543
444	0.9350018224	0.2403014657
445	0.9352290679	0.2398093093
446	0.9352290679	0.2395342276
447	0.9352290679	0.2392244272
448	0.9353427321	0.2388611135
449	0.9353427321	0.2385366218
450	0.9353427321	0.2382926951
451	0.9355701434	0.2378838297
452	0.9350522987	0.2376275883
453	0.9353936002	0.2373823379
454	0.935621273	0.237160232
455	0.9362530414	0.2368478751
456	0.9361391558	0.2365995851
457	0.9361391558	0.2361878562
458	0.9362530414	0.2359216051
459	0.9362530414	0.2355912193
460	0.9361391558	0.2354006025
461	0.9362530414	0.2351205513
462	0.9361391558	0.2347830858
463	0.9363669546	0.2344801032
464	0.9362530414	0.2341721823
465	0.936770428	0.2338245508
466	0.9363669546	0.2336283866
467	0.9365948643	0.2334392432
468	0.93596299	0.2331116085
469	0.9369982973	0.232919979
470	0.9369982973	0.2328314101
471	0.9363669546	0.2325974292
472	0.9371122734	0.2323198217
473	0.9376291793	0.2321498275
474	0.9377431907	0.2318704073
475	0.9376291793	0.2317000464
476	0.9376291793	0.2313244176
477	0.9371122734	0.231076358
478	0.9378572297	0.2308169482
479	0.9384877219	0.2304730099
480	0.9380853911	0.2301898332
481	0.9388301107	0.2297612459
482	0.9392318911	0.22948726
483	0.9393460557	0.2293543709
484	0.9388301107	0.229007826
485	0.9388301107	0.2288154186
486	0.9386018237	0.2285327258
487	0.9386018237	0.2282274924
488	0.9388301107	0.2280354432
489	0.9392318911	0.2277473841
490	0.9391177543	0.2273734226
491	0.9396331835	0.2272004527
492	0.9397473275	0.2270653418
493	0.9398614992	0.2268937136
494	0.9399756987	0.2266041023
495	0.9399756987	0.2262563046
496	0.9404327741	0.2258156168
497	0.9405471125	0.2255877867
498	0.9407758726	0.2252947005
499	0.9406614786	0.2248876609
500	0.9403747871	0.224623937
501	0.941462821	0.2241678639
502	0.941462821	0.2238512475
503	0.9415774099	0.2235825528
504	0.9415774099	0.2234010225
505	0.941462821	0.2231820704
506	0.9422070812	0.2228739872
507	0.9424364123	0.2226927589
508	0.9427216344	0.2223643882
509	0.9423217328	0.2221776563
510	0.9422070812	0.221802539
511	0.9426070039	0.2216563269
512	0.9434650456	0.2213567235
513	0.9433503525	0.2210137511
514	0.9431210501	0.2205859589
515	0.9437492407	0.2203891448
516	0.9437492407	0.2202564209
517	0.9440933398	0.2198582423
518	0.9437492407	0.2196701546
519	0.9434650456	0.2192332178
520	0.9438639125	0.2189847871
521	0.9438639125	0.2186737668
522	0.9438639125	0.2183250642
523	0.9444916798	0.2180693464
524	0.9442622951	0.2177908539
525	0.9442622951	0.2175838905
526	0.9444916798	0.2173961475
527	0.944606414	0.2171832763
528	0.944606414	0.2170227125
529	0.944721176	0.2168287591
530	0.9454103343	0.2164678316
531	0.9456402773	0.2162040652
532	0.9455252918	0.2160882606
533	0.9454103343	0.2158599645
534	0.9466650468	0.2156142112
535	0.9465500486	0.2154233962
536	0.9465500486	0.2150096664
537	0.9465500486	0.2147752914
538	0.946267931	0.2144154918
539	0.946895127	0.2142259945
540	0.9467800729	0.2139647669
541	0.9471253191	0.2137212916
542	0.946895127	0.2134012447
543	0.947010209	0.2131607461
544	0.9471253191	0.2129200806
545	0.9471253191	0.2126787181
546	0.9472404571	0.2125042225
547	0.9472404571	0.2124001413
548	0.9473556231	0.2121407878
549	0.9474708171	0.2118665005
550	0.9478165673	0.2115426404
551	0.9478165673	0.2111874086
552	0.9478165673	0.2108859894
553	0.9479318735	0.2106195248
554	0.9479318735	0.2103765597
555	0.9479318735	0.2101421291
556	0.9483282675	0.2097531879
557	0.9488394702	0.2094931969
558	0.9490701349	0.2092590428
559	0.9491855094	0.2090386884
560	0.9495808529	0.2087404347
561	0.9499270783	0.2084389344
562	0.949531801	0.2081293379
563	0.9498783455	0.2076691136
564	0.9496472878	0.2073076816
565	0.9496472878	0.2071582911
566	0.9498783455	0.2067892096
567	0.9497628026	0.2065209995
568	0.9497628026	0.2063209275
569	0.9497628026	0.2060781361
570	0.9503891051	0.2058555507
571	0.950620287	0.2056009873
572	0.9511305616	0.205314509
573	0.9511305616	0.2049632049
574	0.9512462006	0.2046451522
575	0.9519873587	0.2043831635
576	0.9519873587	0.2041428369
577	0.9519873587	0.2039199331
578	0.9515932863	0.2037208388
579	0.9511987343	0.2034175317
580	0.9526123937	0.203214344
581	0.9527281565	0.2030646213
582	0.952218845	0.2026702905
583	0.9521030878	0.202496993
584	0.9528439475	0.2022847256
585	0.9528439475	0.2020496059
586	0.9527281565	0.2018022444
587	0.9529597666	0.201472332
588	0.9535844471	0.2013368138
589	0.9534685943	0.2011450575
590	0.9529597666	0.200899675
591	0.953307393	0.2006503299
592	0.9538162372	0.2005640165
593	0.9535392848	0.2002797962
594	0.9536552731	0.1998526098
595	0.9540034072	0.1996890714
596	0.9546283907	0.1993538633
597	0.9556446713	0.1989819555
598	0.9555285541	0.1986757851
599	0.9559198543	0.1984948561
600	0.9559198543	0.1982870573
601	0.9559198543	0.1980705978
602	0.9565428502	0.1978681911
603	0.9563106796	0.1976775359
604	0.9565428502	0.1973788585
605	0.9565428502	0.1972569773
606	0.9565428502	0.197142829
607	0.9565428502	0.196992194
608	0.9565428502	0.1968496644
609	0.9566589778	0.1964854542
610	0.9573977424	0.196202131
611	0.9572815534	0.1960337482
612	0.9572815534	0.195857799
613	0.9570075298	0.1955817052
614	0.9568913175	0.1952905164
615	0.9568913175	0.1951240389
616	0.9570075298	0.1948756062
617	0.9573977424	0.1946626723
618	0.957979111	0.1944213332
619	0.957979111	0.194057757
620	0.957979111	0.1936907124
621	0.9582118562	0.1934683404
622	0.9586014326	0.1932544187
623	0.9587178242	0.1930604685
624	0.9583687341	0.1926522059
625	0.9583687341	0.1924580808
626	0.9587178242	0.1922702322
627	0.9587178242	0.192034151
628	0.9584447145	0.1917667034
629	0.9579382446	0.191552743
630	0.9583282712	0.1913909515
631	0.9580547112	0.1911082606
632	0.958561186	0.1907804397
633	0.9593002065	0.1906072788
634	0.9595333576	0.1903656786
635	0.9595333576	0.1901636829
636	0.9587942142	0.1900035125
637	0.9593002065	0.1897976407
638	0.9594167679	0.1896480293
639	0.9594167679	0.1894400767
640	0.9593002065	0.1892529652
641	0.9594167679	0.1889322328
642	0.9595333576	0.1886977085
643	0.9596499757	0.1885885471
644	0.9596499757	0.1884604742
645	0.9597666221	0.1883203075
646	0.9597666221	0.188119838
647	0.9598832969	0.1878817359
648	0.9597666221	0.1877054449
649	0.9601167315	0.1874544227
650	0.9601167315	0.1872567158
651	0.9601167315	0.1869391193
652	0.9602334914	0.1868118225
653	0.9609726444	0.1866878105
654	0.9609726444	0.1865513982
655	0.9609726444	0.1863909894
656	0.9610894942	0.186139005
657	0.9615571776	0.1857933239
658	0.9615571776	0.1855728135
659	0.9614402141	0.1853043633
660	0.9615571776	0.185048409
661	0.9614402141	0.1848238834
662	0.9616741696	0.1845828886
663	0.9616741696	0.1844215043
664	0.9620253165	0.1840935681
665	0.961908239	0.1839054356
666	0.9617911901	0.1837049325
667	0.9617911901	0.1835847521
668	0.9616741696	0.1832281055
669	0.9617911901	0.1830873968
670	0.9616741696	0.1829346435
671	0.9616741696	0.1828273947
672	0.9617911901	0.1826647731
673	0.9615571776	0.1823923356
674	0.9616741696	0.1821761993
675	0.9620622568	0.181929513
676	0.9620622568	0.181763013
677	0.9620622568	0.1815804695
678	0.9626838459	0.1814302144
679	0.9621792533	0.1813261962
680	0.963187948	0.1811262701
681	0.963187948	0.1808915492
682	0.9633049818	0.1807684105
683	0.9638085985	0.1806547989
684	0.963925665	0.1803924421
685	0.9636562538	0.1801920742
686	0.9641598834	0.1799477525
687	0.9641598834	0.1796728567
688	0.9647801797	0.1793417633
689	0.9646630237	0.1790473882
690	0.9630350195	0.1787574185
691	0.9630350195	0.178625822
692	0.9630350195	0.1784275401
693	0.9630350195	0.1782288093
694	0.9630350195	0.1780504179
695	0.9632692775	0.1778541394
696	0.9633864493	0.1776490233
697	0.9635036496	0.1774517734
698	0.9635036496	0.177230745
699	0.9638905775	0.1770175215
700	0.9641250152	0.1768566333
701	0.9641250152	0.1766687886
702	0.9645114244	0.1765255154
703	0.9646286617	0.1763739262
704	0.9640077821	0.1761522194
705	0.9645114244	0.1759887701
706	0.9643942156	0.1758216646
707	0.9646286617	0.1755242912
708	0.9647459275	0.1752990999
709	0.9646286617	0.1751698133
710	0.9645114244	0.1749146949
711	0.9646286617	0.1747228732
712	0.9652490887	0.1745980114
713	0.9654837141	0.1743922299
714	0.9656010696	0.1741801483
715	0.9658358663	0.1740039183
716	0.9658358663	0.1738018459
717	0.9659533074	0.1736400349
718	0.9659533074	0.1734381847
719	0.9658358663	0.173246119
720	0.9657184537	0.1730876237
721	0.9658358663	0.1728985838
722	0.9654837141	0.1727278447
723	0.9657184537	0.1724110953
724	0.9659533074	0.1721875492
725	0.9663385588	0.1719714158
726	0.9664560039	0.1718276341
727	0.9660707771	0.1716520483
728	0.9665734776	0.171487143
729	0.9668085106	0.1712340258
730	0.967781155	0.1709069382
731	0.9678988327	0.1707376368
732	0.968016539	0.1705421189
733	0.9678988327	0.1704004417
734	0.9678988327	0.1701864033
735	0.968016539	0.1700489958
736	0.967663506	0.1698508262
737	0.9681342739	0.1696404427
738	0.9678988327	0.1694642108
739	0.968016539	0.169249398
740	0.9682520375	0.1691288877
741	0.968016539	0.1688787667
742	0.967749787	0.1686207735
743	0.9679853926	0.1684071843
744	0.9683698297	0.1681604029
745	0.9683698297	0.1680423065
746	0.9689894199	0.16766825
747	0.9689894199	0.1675494196
748	0.9688715953	0.1673641946
749	0.9689894199	0.1672276175
750	0.9692251551	0.1668549862
751	0.9693430657	0.166580174
752	0.9693430657	0.1662973546
753	0.9696969697	0.1660644875
754	0.9696969697	0.1657972224
755	0.9701692439	0.1655390868
756	0.9700511322	0.1653987481
757	0.9700511322	0.1652136224
758	0.9701692439	0.1650188048
759	0.9704055535	0.1648069133
760	0.9702873843	0.1646910168
761	0.9704055535	0.1645035446
762	0.9710250791	0.1642572743
763	0.9710250791	0.1641531229
764	0.9704055535	0.1638420951
765	0.970788705	0.1636270249
766	0.9709068777	0.1635218853
767	0.9709068777	0.1633402718
768	0.9714077138	0.1631856908
769	0.9715259187	0.1630090347
770	0.9719080628	0.1627399312
771	0.9714077138	0.1626040822
772	0.9715259187	0.1624475268
773	0.9717624148	0.1622570364
774	0.971880706	0.1621779039
775	0.9732360097	0.1618802391
776	0.9732360097	0.1616531772
777	0.9736170213	0.16138729
778	0.9734986628	0.1611722134
779	0.9737354086	0.1609922147
780	0.9737354086	0.1606783868
781	0.9738538246	0.1604977607
782	0.9744711889	0.1602321117
783	0.9739722695	0.1600388778
784	0.9742092457	0.159836062
785	0.9740907432	0.1596578814
786	0.9739722695	0.1595675153
787	0.9742092457	0.1593265532
788	0.9750881031	0.1591034061
789	0.9752066116	0.1589275526
790	0.9750881031	0.158775471
791	0.9758231078	0.1585931727
792	0.9759416768	0.1585290063
793	0.9758231078	0.1583671857
794	0.9753251489	0.1581246922
795	0.9749452688	0.1579818306
796	0.9753251489	0.1578189089
797	0.9758231078	0.1576424772
798	0.9758231078	0.1575161983
799	0.9758231078	0.1574248883
800	0.9763205829	0.157231511
801	0.9770547529	0.1570495756
802	0.9770547529	0.1568919623
803	0.9769361496	0.1566905074
804	0.9771733851	0.1564038606
805	0.977410736	0.156230555
806	0.9775294546	0.1560599487
807	0.9769137303	0.1559605572
808	0.977907259	0.155801245
809	0.977907259	0.1556587233
810	0.977907259	0.1555416766
811	0.9781659389	0.1553894526
812	0.9787801625	0.1551231311
813	0.9792752394	0.1549270373
814	0.9792752394	0.1548010708
815	0.9787801625	0.1547147601
816	0.9787801625	0.1545662436
817	0.9787801625	0.1543942619
818	0.9787801625	0.1542075324
819	0.9792752394	0.1539695319
820	0.9793939394	0.1537512
821	0.9793939394	0.1535404935
822	0.9793939394	0.1533551435
823	0.9798885389	0.1531849516
824	0.9792752394	0.1530105882
825	0.9797698365	0.1528052729
826	0.9797698365	0.1526518048
827	0.9800072701	0.1524347686
828	0.9800072701	0.1523825203
829	0.9800072701	0.1522271864
830	0.9800072701	0.1519531008
831	0.9800072701	0.1518158926
832	0.9800072701	0.1517213107
833	0.9800072701	0.1515538654
834	0.9801260301	0.1514061324
835	0.9802448188	0.1512665608
836	0.9802448188	0.15101929
837	0.9804824827	0.1508008809
838	0.9804824827	0.1506336748
839	0.9809766146	0.1505258929
840	0.981095492	0.1504089155
841	0.981095492	0.1502066311
842	0.9808577659	0.1499272818
843	0.9812143983	0.1495883366
844	0.9817080557	0.1494472821
845	0.981826993	0.1492733261
846	0.981826993	0.1491288671
847	0.9817080557	0.148931529
848	0.9817080557	0.1488085058
849	0.981826993	0.1485952406
850	0.9817080557	0.14846076
851	0.981945959	0.148308684
852	0.981826993	0.1480906859
853	0.9824391425	0.1479421341
854	0.981945959	0.1477369153
855	0.9830508475	0.1475216602
856	0.9825581395	0.1474096106
857	0.9821839777	0.1471901367
858	0.9823030303	0.1469926061
859	0.9825412221	0.1468049263
860	0.9823030303	0.1466711906
861	0.9824221118	0.1464967056
862	0.9831535571	0.146279388
863	0.9826603613	0.1460928613
864	0.9827795295	0.1459754534
865	0.9833919263	0.1457966033
866	0.9833919263	0.1456935429
867	0.9835111542	0.1455930268
868	0.9836304111	0.1454179204
869	0.9837496968	0.1453113029
870	0.9836304111	0.1450998732
871	0.9838690115	0.1448992228
872	0.9841231366	0.1446660119
873	0.9842424242	0.1445474964
874	0.9842424242	0.1443680816
875	0.9842424242	0.1442518074
876	0.9840038778	0.1440718835
877	0.9841231366	0.1439203309
878	0.9836304111	0.1437880009
879	0.9831372073	0.1436490354
880	0.9833919263	0.1434307592
881	0.9835111542	0.1432776466
882	0.9835111542	0.1431711174
883	0.9835111542	0.143021088
